time,Z,N,E
148.0,2038489.134771807,-670611.0250038946,-705081.0424469986
148.2,2156148.1003747676,-232349.32782308056,-352132.8248662896
148.4,2300181.7017399087,-31218.9514864787,-7256.850969804952
148.6,2396199.2289818176,-119935.00595150035,185121.470982428
148.8,2167484.458530199,-304140.5386614873,374022.63518291916
149.0,1730386.181116623,-574046.6246280583,533871.4063303524
149.2,980954.9342107116,-878376.8108223133,494245.9589029909
149.4,97079.80260480051,-912759.4124493538,426331.68438119744
149.6,-538932.4461427891,-773348.6428526504,486071.7164662847
149.8,-957613.2716935248,-420399.97971402423,605463.8685010809
150.0,-1420162.8915450245,161112.79826725178,713125.7520303436
150.2,-1607266.9433914346,694316.7445457412,599961.7031418293
150.4,-1406335.8578345135,1105177.7953146636,511026.1583883301
150.6,-1098294.3409929264,1294288.2591008423,472953.64501743374
150.8,-741701.830983849,972976.7864231523,480390.8589199793
151.0,-504802.3510164407,554266.7335348933,376991.27969659975
151.2,-562379.6178788221,104969.1282657536,151710.7769198193
151.4,-511430.6347480975,-399711.9379502562,-282333.39851236885
151.6,-666463.9042299403,-945879.8547473788,-661066.0276776509
151.8,-839346.3677681206,-1378096.6574335354,-679541.2238349437
152.0,-720243.4863455745,-1668921.5714118124,-498119.15932416526
152.2,-626661.4042607206,-1352958.3185880657,-426544.8191346763
152.4,-473290.2402482272,-703474.0964853431,-300514.4108957538
152.6,-211186.88397856365,-119715.31677404454,-147781.2454001445
152.8,105758.97954077243,405211.3289757007,-59080.62645755007
153.0,450544.6028625479,1021044.7436953231,61826.582203393686
153.2,706886.5629863116,1454696.8064965117,185374.1368151411
153.4,816821.8926577185,1536881.386366862,353438.77739041735
153.6,748059.1894089335,1385038.543967303,451448.6103063917
153.8,1020347.9391845329,1279046.5812679587,543154.3987670463
154.0,1529624.4532377347,999800.8966830638,512412.7038380497
154.2,1801754.103343941,653141.5734010672,251593.3565727648
154.4,1908992.6553794998,384702.0159300879,-85883.49911993628
154.6,1808209.0722636643,327461.71935462503,-300668.3978461608
154.8,1361080.5725189869,201243.9307424165,-428159.60200885433
155.0,668151.9459486385,201467.20874975732,-475983.00779959554
155.2,-99663.63454642108,21095.879202780252,-430598.94155401003
155.4,-798003.1433214073,-50984.96745454115,-320552.3015034537
155.6,-1059224.9183991607,2427.190334811985,-205963.81453929772
155.8,-1079805.8399783918,40340.24661036238,-256654.65338864486
156.0,-1247378.8124957166,-35016.06522735432,-443438.0791212415
156.2,-1372155.4922077428,-313457.17546344415,-608463.6297469635
156.4,-1519155.6694893998,-462452.27973946783,-571523.6893509184
156.6,-1761180.2946990773,-432365.1400461498,-268383.09081832395
156.8,-1946912.214550356,-331227.8705361901,52410.82293809755
157.0,-1748391.6561213834,-141531.44763328784,181835.92872507885
157.2,-1429959.3760694072,115739.5151307471,233772.9210325931
157.4,-1287614.302905803,213776.98456964866,335069.5050975716
157.6,-990098.9444468276,71434.7803952851,386866.9949211609
157.8,-413055.5858278536,-230695.20962816352,263647.6835943523
158.0,209573.368991397,-343900.6841632344,66173.04139046816
158.2,594529.8536339372,-124135.85114997208,-107793.47754462528
158.4,1045188.5365008418,99308.76140303246,-137549.5247806959
158.6,1484182.6816783377,375370.17867491517,-20026.433602021192
158.8,1556401.619059443,501418.3911803993,196170.71690370791
159.0,1402843.1373900485,609903.157966029,392670.3175057236
159.2,1297064.9906357562,568799.9698291114,462663.4694735548
159.4,1320431.7064899032,591887.1178469724,394502.38705301494
159.6,975670.3129715159,387016.2892281367,234270.88599425586
159.8,452820.41965440783,-217094.45406261247,-28131.47230785647
160.0,26936.256451670255,-971659.1203347847,-414430.44681656954
160.2,-453052.6186796141,-1518979.6843633377,-598202.2106839645
160.4,-835105.9088752533,-1840352.1499906941,-515456.0880580524
160.6,-1088777.544559999,-1720811.1024247261,-403241.9573037241
160.8,-1411582.338581401,-1428801.2571267223,-368494.30228975957
161.0,-1663795.6104901866,-1199045.6008529328,-398674.6671526917
161.2,-1693551.2056896104,-1024735.4750302025,-420324.91256884154
161.4,-1494270.2397555506,-828074.7855567937,-329218.97950689256
161.6,-1196283.9735260506,-676477.1460405238,-72525.81201401525
161.8,-963077.2384558894,-404071.8426494815,162562.58631199066
162.0,-540632.149579816,-195308.32731082593,305897.9146651335
162.2,148243.936664995,-85765.68674177768,295931.6040838945
162.4,516344.41517233703,-126558.34419178926,242794.8634945427
162.6,754356.5897640802,-281416.7338245328,215408.7570696653
162.8,1226814.7818470234,-590935.9537519467,257614.1246383925
163.0,1555539.6335357009,-771521.4252923677,362390.58198393596
163.2,1556497.9409744444,-806860.6040627226,394888.28207348986
163.4,1647952.5118714827,-742364.4488636869,362941.2613818868
163.6,1604301.3875446303,-591508.6997342156,273587.35493548994
163.8,1361001.4897915707,-175442.41764995072,237180.2353506636
164.0,1191737.7932445062,417301.76112692885,268964.42735493666
164.2,1187537.5892965526,926228.2085301836,303586.31455618644
164.4,1099060.4994572157,1243416.7939807752,333232.09929587273
164.6,982942.2242970394,1631152.4161084525,391773.6750326497
164.8,796574.4450693775,2045469.5210553086,379995.6242472937
165.0,427672.0997221714,2391038.603082401,322781.28980217705
165.2,55163.89858434194,2540223.2713381057,167851.29977223717
165.4,-157252.12957636718,2301633.6689193775,-76952.06836122618
165.6,-283765.6608068427,1715738.3459455261,-313076.1755509563
165.8,-275189.40967165364,1268243.334217387,-448545.96182914113
166.0,-245826.77603645064,1101866.3912108387,-349146.39962275757
166.2,-261250.94437756971,1055049.8034442815,-79704.19743810232
166.4,-589821.6090146955,1201514.283371623,230358.65265739622
166.6,-924968.3387322791,1492740.6512447568,423624.48573536676
166.8,-1207641.7776584711,1486548.2304575369,470329.40495504986
167.0,-1435979.4391593665,1147451.9167112138,406358.91396717925
167.2,-1523396.521920737,533717.0431753176,288674.5658663098
167.4,-1397533.9866038354,-75438.41460018067,213542.05550645356
167.6,-1214406.4528456556,-669097.2729343146,120192.87770107848
167.8,-1000153.5103197654,-1070947.9861672588,-87323.62699981773
168.0,-956952.9679021451,-1289343.468335858,-247230.30995124002
168.2,-1062272.7710036854,-1387882.2517958048,-319771.8450157979
168.4,-987476.4754105917,-1674489.3984298068,-353884.8188830018
168.6,-536097.0660795514,-1998599.496078131,-371573.26214452385
168.8,-65512.345165538856,-2043142.5712258525,-331046.2712336103
169.0,322986.4041042614,-1930028.318758351,-228590.59950638382
169.2,662210.2797715324,-1804832.8442339152,-102021.06602406644
169.4,1001886.0863259425,-1645927.5962356247,-33417.46497478322
169.6,1136059.5679567063,-1553894.3019696798,27663.858433920068
169.8,1078460.6855224762,-1583293.3787504574,-141.57528212406123
170.0,869503.239954241,-1795706.478044195,-208012.1669970134
170.2,700555.8652856732,-1902833.0292802234,-469630.1043035403
170.4,510599.72787125444,-1687684.1895811893,-575346.8344500783
170.6,319502.48090477346,-1098461.601325673,-577576.8733753221
170.8,251337.00795924626,-285452.7626824009,-638041.097044267
171.0,394058.22829506575,693156.9103486269,-627645.5056516598
171.2,438171.3157504223,1627902.3362099205,-524819.8636998697
171.4,391471.6328747843,2390974.2496513347,-367301.1130553124
171.6,414654.31257943617,2731412.630625263,-274255.8430507426
171.8,397816.08765099506,2690637.87213919,-244947.24936228243
172.0,295405.7023945592,2481453.6676268647,-196847.05300332932
172.2,60832.78224271122,2213499.1515242113,-98398.68031324346
172.4,-230641.28551720976,1915343.142346964,9252.641860686244
172.6,-535016.9520430041,1694272.8864946838,119914.39144197947
172.8,-819042.9180598485,1488420.594886232,204051.84793162503
173.0,-1012093.8659502177,1229765.4354504673,154499.7522264838
173.2,-863277.6633604243,838768.7608086589,41644.45755149814
173.4,-503231.93245293567,415890.6206604766,3905.096153624102
173.6,-250955.4819793203,14165.9206858044,138757.29611461953
173.8,21496.967130868186,-301273.6055335698,379196.972844213
174.0,289180.45721820917,-687076.6391647942,656617.4267917322
174.2,522005.51971742633,-1164129.763046051,867555.8189006208
174.4,675056.3001162807,-1533447.8184407214,969688.2027461665
174.6,752738.5518965923,-1813881.95744723,896846.4125333502
174.8,642272.1855454665,-2059131.949413424,748629.3783453358
175.0,320378.4009391666,-2250765.54670057,564154.2619131482
175.2,-59157.65050362629,-2410471.470619732,413526.8677593098
175.4,-290844.5205734096,-2383114.7868010974,297908.1708080823
175.6,-200739.6450403043,-2327256.689613007,135921.688752971
175.8,97176.82114446114,-2149012.6752947806,34006.31194098137
176.0,305662.9807946811,-1881170.5503579278,1166.8378885715367
176.2,433532.54389048147,-1489850.5772693194,-20639.704241391726
176.4,453433.7414850912,-945122.4001426991,3736.371353781237
176.6,222384.74302057808,-107360.28910459836,-16881.566562671596
176.8,-55166.23454631563,599112.3462704248,-52434.642267678326
177.0,-318489.39962094644,988252.6959109458,-146729.25328438
177.2,-608876.9019190822,1189235.1544196787,-184248.0783379805
177.4,-957549.6813842626,1507777.197428046,-176965.7682881749
177.6,-1151897.2996032913,1766706.8606144085,-235687.21065248357
177.8,-1032656.1680690063,1860296.3778431795,-358278.02525093773
178.0,-700140.2645426911,1824140.936918752,-525955.8760400175
178.2,-429857.258257279,1782803.4323568768,-633483.5756296674
178.4,-261208.84655328203,1781648.3416099634,-657614.6402026636
178.6,-147295.5659374835,1873271.8179127048,-605508.2791060684
178.8,-233201.728931515,1901419.088827835,-525192.9879252601
179.0,-402266.73382754775,1792276.8786585873,-440961.6409805433
179.2,-391596.9965083506,1504683.9990550678,-367746.5289274241
179.4,-236259.84450781264,1066362.1638310764,-317327.4754739836
179.6,36835.356408175045,468268.19692117645,-296114.9303373515
179.8,181333.07741066732,-98110.13322463234,-264330.76751938305
180.0,281676.4190205245,-611733.4326030526,-249141.6104190753
180.2,327067.4522169627,-1032285.5222517191,-217407.5637263271
180.4,313048.87904383993,-1269690.427987428,-119848.33589940732
180.6,544387.4881638129,-1301749.1029071112,-23517.25112998608
180.8,952490.6634728346,-1340197.5130070907,90425.02396208288
181.0,1343482.2854441758,-1421554.833547278,140085.79731826638
181.2,1537991.8629676402,-1381744.6412463563,128730.23884117277
181.4,1520003.7832626256,-1238246.956442798,153132.24970318633
181.6,1214611.817468003,-978856.5147826585,196573.84178768593
